movieId,tagenc
108243,9468 11196 11279 2863 16022 17192 17987 16022 
108246,10337 10413 6441 6709 6441 
108248,17342 
108253,12279 13291 18229 18771 
108255,9303 9303 16868 18979 8563 
108271,15357 
108280,15357 
108285,9069 9072 13172 6512 12965 13310 18129 
108287,10164 1721 11232 11265 3042 18070 18090 
108311,4095 
108313,14090 
108316,10346 
108318,15357 
108328,
108332,8989 9810 1796 6494 
108342,114 9093 10733 2899 2969 3542 4091 4111 18979 8798 3542 
108370,3481 904 
108389,9072 10608 10764 10890 2967 2968 13234 7859 18090 
108395,10891 2967 2968 12596 4430 14083 
108401,16835 17705 18599 
108403,1294 
108407,
108410,9095 470 
108413,12952 
108422,17130 
108425,18899 
108445,14083 14088 14083 15357 16253 
108447,
108468,
108473,9095 12952 
108476,470 
108481,8041 
108488,9093 10495 9093 
108491,492 15904 
108493,3865 5539 6247 
108497,10057 12641 7601 
108499,8682 
108501,14090 4078 
108503,9110 11541 3033 4588 15370 17724 
108508,
108510,12129 12130 7063 16957 17575 
108512,12168 16127 15357 
108514,10101 10543 12530 12541 12899 14926 16016 
108516,11966 
108518,1707 
108520,9415 10513 
108522,5781 5781 
108527,791 4621 
108531,7677 
108536,9838 13162 3777 17632 
108540,146 9297 7855 8544 12502 15988 18605 2967 13119 15988 16009 
108544,3345 
108546,10890 2967 2968 12596 13266 18107 15357 
108548,7949 7949 1445 12621 12649 4245 15056 15658 15759 16702 17049 7949 18680 10830 14326 15223 16867 7949 15223 10860 15040 16878 
108551,781 1800 10796 10891 2899 12596 3075 12611 13262 14373 14936 
108566,11397 12055 
108569,14326 19342 
108571,11822 15904 8386 
108575,10877 
108577,1256 2425 11704 
108579,9692 13877 8930 9692 13877 17439 
108581,10089 11199 12827 16867 
108583,18544 15223 10860 4334 17049 18544 14326 15592 7949 10210 10860 19201 
108592,10595 2899 2968 13376 14831 
108595,9427 11592 18925 
108601,1756 7825 17925 
108647,286 2899 2967 2968 12596 6497 
108649,380 10704 4954 
108653,4361 
108660,14843 17647 11592 14336 
108689,309 11386 2930 4701 8849 11386 2930 2300 3717 3715 309 11386 2930 4701 8849 
108709,7898 7948 16381 18979 
108713,9158 10025 10860 12068 5033 17373 18601 18673 
108715,10756 12541 6051 7255 11704 11761 14989 
108727,4852 4852 4852 17744 15353 18738 4852 136 4852 14984 5987 15353 15955 17164 17744 18738 5987 15955 17164 4852 17744 905 14984 5987 17164 17744 
108729,8972 9024 10960 11636 16022 16110 17579 9024 10960 11635 14557 15357 16022 19261 11763 10960 3853 14557 6594 2241 14670 18108 18225 2241 3944 14557 18108 3944 18108 18405 10960 11635 15357 19261 
108748,16329 380 288 10571 16329 8871 
108752,5356 
108754,1474 
108756,10005 
108766,14055 
108768,4015 
108773,1770 
108778,423 10695 11181 14543 14900 17952 2899 2967 2968 12596 3072 12604 3075 14257 5180 14373 15701 16253 423 10695 11181 12596 15008 17952 
108780,4060 4495 4619 7590 9004 
108787,1465 10796 12596 3072 3075 12611 16250 8811 8811 
108789,2967 2968 12596 3072 3075 12611 14373 
108791,10891 12596 3072 12611 12617 11749 12596 3072 12611 12617 13266 14373 18084 18090 
108795,14090 
108797,13511 12859 
108799,3481 
108811,2899 2967 12493 
108816,
108825,4116 4116 3715 
108844,1557 3364 4858 
108846,
108857,9687 12827 13291 18471 19232 
108866,10020 16223 14935 16662 
108869,15357 
108871,4100 
108873,4523 
108875,12611 14101 
108877,9772 9773 14268 7963 
108879,10164 11232 3042 18070 18078 18090 
108882,8954 11810 
108885,999 2468 12502 5149 7675 18128 7675 
108891,1955 7304 10052 16974 7529 8864 
108893,1955 4685 10052 16974 8864 
108895,3033 4588 
108899,1574 15353 
108901,10164 2899 2967 2968 
108928,8957 10413 12674 14465 9821 8606 8957 9415 9821 1161 3116 4359 14465 5781 16751 8606 14090 586 9415 8606 1161 4359 15132 8606 15132 16751 10413 9821 3116 14465 1161 3116 4359 5336 10413 9821 3116 12674 14465 
108932,1027 9641 9865 15218 9342 1000 10543 10954 11453 13681 5654 16408 17736 8065 10188 12794 17389 1000 16660 10188 10488 13455 13681 5654 16408 1692 4951 10841 10188 10421 12541 5654 16265 16408 10188 10756 12530 10756 12530 5654 17736 1734 4449 6458 9641 1000 10756 2997 17497 9342 10543 4951 18928 9342 10488 10595 10954 11453 13350 13352 13455 14171 16408 17736 13681 1734 10188 10756 13455 16660 17736 1000 10188 10756 11453 12530 13248 16660 10254 2277 7371 8275 9641 1000 5654 1000 1692 12530 7203 10595 13455 13459 16408 177 905 2025 1000 10841 12530 4951 14171 5654 16660 7203 8065 12224 16589 1000 10756 12530 13455 4449 5654 17736 1000 10188 10488 12530 4449 
108938,
108945,15881 16516 6804 16516 16868 8957 11048 11142 14498 15881 16516 17449 7682 7682 15881 16516 16868 15881 16516 16660 16868 13473 15881 16868 16516 7682 7682 15881 16516 16516 334 2277 6804 7825 8274 3717 3714 
108949,10413 13125 4072 13125 18556 
108953,10041 12200 13881 17164 15357 
108977,15223 16192 14326 15223 9290 9303 13291 16192 16194 
108979,9303 10695 12557 17543 15223 9303 18353 
108981,4852 4852 15353 18738 4852 8424 136 4852 4852 5987 15955 17164 905 4852 4852 5987 15955 17164 8424 
108983,14791 6508 17236 10519 10890 13456 6508 17236 18353 14533 
108989,15827 4346 9818 5047 14326 5817 8021 
108991,15827 17085 9818 5047 14326 5817 8021 
109000,2899 2967 2968 4538 16565 8798 3397 
109008,8989 9810 2899 2967 2968 4538 
109010,10160 10164 2899 2967 2968 4538 
109021,14935 
109027,2087 11580 2899 3329 18899 9734 2087 2899 2967 2968 
109034,3219 17236 17236 
109038,7107 8321 10830 17632 
109042,10413 6405 7867 12440 1311 6405 7867 1311 12200 12827 13174 6405 7167 12200 12827 
109045,17032 18007 
109055,8989 9503 
109057,19348 
109062,9413 12530 14269 8049 
109064,1168 8530 
109066,425 
109074,11001 14422 11001 14422 16954 16974 17916 19342 
109096,
109098,5169 
109108,11326 18748 11326 13682 
109151,9285 14153 18237 
109153,9110 9893 11481 11810 2771 14769 7588 7682 14843 6750 17736 
109155,14843 
109157,9810 5855 17883 9810 5855 17883 12499 15086 17883 358 9810 5855 17883 
109159,2899 2967 2968 
109161,7059 16192 7059 16192 7059 17164 
109168,10350 10366 11196 
109173,14090 
109181,15865 19277 
109183,10891 12596 12618 10891 12596 12618 
109185,10434 18449 10434 18152 18449 
109187,16449 1027 10011 12557 14485 16104 16350 18928 17937 13024 15357 14485 17937 8043 1027 14485 16104 17937 18928 17937 
109189,9096 18081 
109191,12200 5822 16802 18208 18530 9810 9004 
109195,1456 15357 
109199,9328 
109201,15904 
109203,3553 
109205,15344 
109207,8962 1647 11246 12530 13135 4588 14422 14769 16974 17904 
109209,8967 14101 16026 
109226,8954 11486 13291 
109231,
109239,15353 
109241,2899 2967 2968 6064 6266 15357 
109243,9093 10571 11605 16127 18326 5868 2136 5840 16726 8360 
109249,2835 
109251,2835 787 10297 4858 15904 15988 7660 
109253,2835 
109256,4098 380 3167 13465 
109267,15357 
109269,2610 10073 14935 18449 
109277,18251 1235 16447 16974 18251 
109280,11525 14837 3834 
109282,6582 17626 19268 1294 17632 19268 
109284,573 582 11592 5816 16285 16484 16486 16641 
109287,10919 13135 4588 16974 17904 
109290,380 9069 1537 2899 2967 2968 6512 
109313,2899 2967 2968 12596 3075 12611 13266 13267 16179 16197 16253 18467 
109317,10266 13358 16016 
109319,3033 4035 4588 16974 
109321,12049 18990 11122 15621 17454 8496 
109323,8944 9702 9730 
109325,10780 15008 
109330,8989 8848 9810 5770 
109357,12596 3078 18456 18466 7168 
109359,12596 3075 12611 13266 13267 16641 
109364,2968 17512 
109368,9110 9893 11810 12827 14365 14769 7682 19342 14843 
109370,11592 11663 9838 17632 
109372,9818 2158 
109374,9180 8649 10845 16611 1161 10695 8680 19201 10695 12541 6712 18928 16265 10695 11778 18928 8680 19121 10132 10695 12200 13320 14489 15864 17830 2526 12541 16265 18928 8731 2752 3578 4125 6622 6712 7291 8731 14489 15377 15926 12541 17830 18928 2526 12541 4125 6712 18928 8731 11778 11980 13320 13570 14900 15447 16076 16265 17830 18979 2526 4125 6712 8680 143 330 11980 12541 12901 18928 8680 10695 12901 16265 6712 17830 18928 8680 19121 8680 10695 11778 2526 16265 18928 12541 16265 18928 11918 12541 12901 13320 16265 6712 17830 18928 8680 19121 371 1161 2526 3494 4125 4528 6175 16265 6712 17830 8147 8240 18928 8680 8731 10695 18928 18979 8680 10695 2526 12541 16265 18928 18928 8680 12541 16265 18928 8680 8680 5727 9180 10695 12901 3578 16265 18928 18401 10695 12901 19203 12541 13672 16265 8680 12200 18928 4125 18928 8680 10695 12541 12901 3578 16265 17830 18928 10695 12901 6712 19121 10413 10695 16265 8680 19121 18928 13320 16265 2526 10695 12541 17830 8680 13320 8680 9887 12541 136 10695 16265 18928 8680 8731 10695 12541 13731 16265 18928 8680 19121 1161 2526 6712 18928 8680 12541 6712 8731 158 495 9887 1161 10413 10695 2334 11778 2526 2752 12541 3494 13320 16265 6712 7291 17830 8147 18928 18979 8680 8731 13320 13459 14069 905 4125 15391 6712 18928 1161 10695 2526 12541 4125 16265 6712 18928 8680 16589 17830 10695 13320 16265 17830 18928 8680 10695 12541 17830 18928 10695 18928 8680 8731 10695 11778 11980 13190 13320 16076 16265 19121 15621 10695 12541 17830 18928 12541 17830 18928 10695 16265 17830 18928 8680 16265 18928 
109376,11265 12936 14042 
109383,
109385,
109388,15353 
109390,14900 17047 
109392,
109397,9821 16076 16076 
109399,9634 5994 17148 7481 9692 11704 14083 15357 16076 16329 
109420,2049 4380 10399 6508 17236 
109423,6508 17236 14533 
109425,6508 17236 14533 
109436,
109441,
109444,3861 16484 
109446,7304 3222 13551 4035 15120 16974 17270 17583 
109448,
109450,1571 
109452,1641 11961 13564 18484 3463 6247 
109455,4721 13925 
109457,3865 
109459,9041 12168 15644 
109461,2087 2087 
109463,
109468,2899 2967 2968 
109470,2899 2967 2968 14373 
109472,8954 12205 
109474,4685 
109476,4685 
109479,4648 
109483,9744 10564 16479 18593 18712 10564 16479 18593 16479 
109487,1736 5351 16480 18225 18253 19254 9426 5351 16480 19254 1736 5351 5444 18253 19254 9193 1736 12799 13645 16480 17528 19254 16480 16868 17538 717 1736 5351 7430 9193 9426 9702 18225 17528 18251 11026 15759 17029 17528 18253 11022 11881 5351 16868 17528 18251 12168 16862 17528 9865 18230 18556 9193 1736 5142 5351 5444 16480 18225 18253 19254 11881 12063 16862 17528 17532 17538 18251 18253 10028 1736 16868 11689 5640 16656 9702 1736 5351 17029 17538 18251 18559 717 9426 9702 1736 12799 14257 15759 17511 18253 19254 18225 1736 5351 18253 9426 1736 12799 12800 16589 18711 19254 11026 9193 717 1736 5351 17528 9702 12800 17511 18225 18253 9426 16862 16868 17528 18251 18253 10028 12799 5351 15759 16480 16862 17528 18251 18253 19254 1736 9741 16480 16862 17511 17528 17565 18225 9193 9468 11930 3248 3461 14257 5329 15759 16480 17029 17310 17511 17512 17528 18225 18253 18711 19254 717 1736 12236 12799 3461 14257 5444 17029 9193 1736 13645 15743 18225 9193 17565 717 1736 16480 17528 18253 19254 717 1736 12236 5142 5351 5444 15743 15759 17511 717 9426 15834 16480 16862 16868 18225 18251 18253 18928 19254 717 1736 5351 17528 717 1736 5351 15743 17511 18225 1736 18253 1736 9193 9702 1736 5351 5444 16480 17029 17528 18225 18253 19254 18225 5329 717 1524 1736 4206 4384 5336 5351 5444 717 1736 5351 19254 17528 717 1736 12799 5329 5351 15759 16862 14364 17528 17560 16480 17528 18253 10028 17528 9426 9468 12799 13645 5351 15743 15759 16480 17029 17511 17528 17565 18225 1736 12799 5351 18253 10028 14198 17528 18251 19254 1736 15743 17528 18251 9702 11026 13604 15834 16480 18253 3248 12799 16480 17511 17528 17565 18225 9193 9702 12800 16480 17029 18225 19254 18251 18253 11930 18225 10028 14787 16862 136 9193 717 1736 11026 12236 12799 12800 13645 5329 5351 5444 15743 15759 16480 17029 17511 17528 17565 18225 18253 19254 717 1736 5329 17029 18225 8957 16862 17952 9193 12799 13645 5329 15743 16480 17511 17528 18225 5716 12799 5444 15759 16862 453 9461 9741 11026 3461 3743 15759 16480 17528 18251 717 1736 5351 15743 16017 16480 17528 18253 18706 19004 19254 18928 16981 16983 10253 5351 17528 18225 9193 5351 16480 11881 16862 17538 18251 18556 8392 9193 717 9702 1736 12800 5351 5444 16480 17511 17528 18225 18253 19254 3714 15656 5142 5351 18225 19254 16589 9426 1736 3461 16480 16862 18253 15759 9193 9702 9741 11026 14198 15834 16480 16862 7430 17029 17528 18251 18253 19004 19254 1736 717 1736 5351 17528 19254 13645 15506 15743 17029 17528 17565 18225 18253 19254 9193 9468 15834 16862 16868 7430 17528 18928 19004 
109489,5809 15516 17512 17779 
109492,8085 12684 3624 4221 14198 14797 5781 16082 7072 18735 8528 1792 
109526,3345 17632 
109529,5822 15751 
109533,3384 904 
109542,4396 
109556,4396 
109569,1424 12238 2899 4700 1424 12238 2899 4700 
109578,4951 18230 18230 4951 18230 4951 18230 9069 9070 13172 18230 4951 4951 4070 9069 4951 218 9733 4951 7353 18230 218 9069 13172 4951 18128 18230 218 4951 7353 18128 18137 
109580,9023 9989 11704 18520 15357 
109596,551 9211 12475 15363 15416 10860 12502 
109598,6417 
109602,9692 4588 15651 15899 16974 17490 
109616,288 9063 13219 
109621,4833 7695 19277 
109627,17373 
109629,9004 
109633,16054 5173 5173 16054 18042 18629 
109638,5913 
109640,2677 
109647,904 
109665,16584 
109667,3539 
109671,4648 3222 13671 15120 16974 
109673,17850 15357 17039 17744 18932 12279 19004 12279 14373 19004 12279 15357 17032 15357 17744 17850 18932 15357 17039 17512 17981 2300 3717 3715 
109677,12282 17981 17983 
109682,12530 14132 16016 17632 5321 
109684,9303 
109687,15759 13204 15759 16867 7913 
109697,5356 
109710,11663 16884 18861 15357 9025 16868 18851 18860 
109713,14279 7732 
109718,11397 13267 16993 17552 8457 
109720,6738 8881 12877 
109726,8989 9578 9810 6154 
109731,4449 11660 17236 11660 17236 
109733,159 160 9110 2317 3125 14910 17236 17237 17528 2904 
109736,126 9989 12284 16076 16078 7675 19215 
109738,540 296 5430 15689 15988 16484 16593 
109740,8915 10854 16022 16269 17236 17658 17971 8915 10854 16269 17658 8915 17971 12679 8915 16022 17236 17658 17658 17971 11712 16022 16269 16685 17658 17971 
109742,11282 17927 
109767,9110 
109769,5566 
109771,13532 15973 17192 19342 
109776,
109779,14835 
109781,19099 
109783,10608 14828 14831 16854 
109786,621 11326 12168 15040 17413 
109790,11386 4035 16974 
109793,904 15403 
109796,2899 2967 2968 3828 13841 6064 6266 18983 
109800,11704 
109802,
109806,7552 9810 
109812,3539 
109833,904 
109846,9808 13204 18251 905 2025 
109848,9110 10132 14163 14373 15353 7333 17373 10132 15353 7333 17744 9469 17373 17512 17744 18556 18928 17512 9469 15751 17373 14163 10132 14373 15352 17373 11750 18401 9110 12908 16127 6594 16329 7333 18928 4453 9110 14373 15353 7356 9872 11132 11279 17373 18701 9359 16014 17373 
109850,10399 18852 8957 3759 18852 10399 10399 16296 10399 16296 18852 2300 3717 3715 8957 10399 16296 
109853,11786 16691 
109858,17047 
109862,10297 10298 7356 
109864,8987 11763 10413 12530 19202 984 12530 15219 19202 9808 15883 16589 
109869,1908 4136 
109877,6935 
109881,10041 2899 
109887,12877 13756 
109889,8990 1029 11053 15717 17073 
109891,904 
109893,11142 13705 18537 
109895,8921 17573 4050 4050 10916 11492 13107 17573 17573 
109897,9810 1143 1713 16484 10919 
109902,14422 5122 5047 14422 17632 
109904,10185 11592 12316 10157 17632 
109912,2675 
109921,11704 16253 
109923,5875 
109925,5356 
109929,14646 15904 19328 
109931,
109941,10434 17236 10434 12203 17236 
109951,
109953,9332 10401 17236 17357 
109963,2899 2967 2968 5875 8110 1089 15904 16806 
109965,4058 5472 12464 
109968,7531 
109971,621 999 16443 17705 18899 19064 17705 
109985,904 
109991,5753 
109993,6508 17236 14533 
109997,
110001,
110026,16076 
110034,2513 
110036,7996 
110039,18928 1912 4041 8568 
110042,547 
110044,15872 8545 2019 8545 4486 9955 3095 12843 8545 
110048,2944 3473 3473 14396 5573 16974 
110052,5756 5987 
110058,12596 3072 3075 12611 13262 13266 13267 5180 5781 5797 
110061,9858 10890 15352 
110063,10837 2899 2967 2968 3738 
110086,15357 
110097,13740 17236 
110102,1672 10877 5298 17904 1672 5298 7333 1480 1672 5298 17904 1480 1672 10877 10976 5297 5781 7333 17904 5298 1672 5297 7333 750 1672 4297 5298 7332 17904 10877 10976 2845 5298 5781 7332 11247 15023 17785 8957 1672 10976 13478 14198 5297 7333 17904 19010 11104 1672 10877 5297 7333 750 4297 7333 17785 8957 2845 13478 741 1480 1672 7333 17904 10877 14198 5297 17904 19010 1480 1672 10877 5298 5781 7333 17904 1480 1672 10877 7333 17904 1672 5297 5298 17904 8957 1672 7333 1672 11247 5781 7333 334 335 2277 7825 10248 5781 7332 1480 10976 13459 17904 2300 3717 3715 8957 1480 1672 5298 7333 17904 334 741 750 1196 1480 10488 1672 10695 2845 3958 4297 5297 5298 6610 7333 7393 7792 7825 17785 17904 19010 1480 1672 10976 5298 7333 17904 
110106,15442 
110108,2899 2967 2968 3738 7859 
110110,2157 16589 
110116,
110123,
110127,1713 3214 15366 2100 2100 1143 4995 15309 16009 16189 16484 7148 18683 9378 9810 1143 1713 11761 12393 14198 16484 9756 18683 3717 3714 9360 9430 1419 1422 2100 11761 12393 15309 16009 16189 7148 18683 
110130,10860 13125 18007 
110132,10877 14427 17906 17904 
110134,10164 2899 2967 2968 15520 16565 
110136,9069 9070 565 567 12440 12440 14763 
110138,380 12392 12541 3882 16022 380 3882 
110140,
110155,904 
110163,11326 11757 7437 
110167,1089 
110169,6056 
110171,
110173,
110181,904 
110194,16662 
110198,14935 16662 
110200,14843 
110216,15357 
110225,11386 12058 14326 17874 6978 
110227,8749 
110233,2899 2967 2968 12596 3075 14368 5180 14373 14374 15352 5987 5988 5991 5994 15701 15955 
110235,9224 12596 3074 3075 12609 14368 5180 14373 14374 5988 15701 16127 14374 14374 
110242,15353 
110255,11930 16447 
110267,5568 
110269,5568 
110273,2899 2967 2968 5875 6998 8578 9818 2899 6266 8798 
110276,660 2899 2967 2968 
110278,660 2899 2967 2968 
110281,4960 7746 
110284,443 5880 
110286,9615 11142 12572 12950 16016 
110293,17236 
110295,3331 14970 
110297,9808 12464 14899 9808 12464 10254 14899 
110312,17658 
110314,2062 2899 2967 2968 
110316,9818 2062 2899 2967 2968 
110322,5977 5977 
110324,
110328,12535 5658 16022 8458 
110339,14326 5781 6164 15621 15775 7028 16974 18683 
110342,4806 
110350,10916 
110354,
110366,7974 
110368,9810 1143 
110370,9810 1143 
110375,14843 
110377,2899 2967 2968 
110387,12679 15904 
110390,16589 
110399,3087 
110407,9426 11763 16862 9426 16868 9242 9426 11247 14137 14910 15606 16192 9426 11279 12067 16561 16656 9741 9242 9426 11247 14646 9188 9241 9426 14138 14279 14315 15606 16862 16868 
110415,4403 18128 
110419,3865 4524 6247 16484 
110428,3878 
110433,12339 12340 
110445,8989 9601 11534 4442 9810 10941 8046 12623 9810 11534 12203 8046 
110447,16265 17753 18413 18814 18814 
110449,11492 2872 16641 
110451,16016 16032 16835 
110453,12425 17632 12425 17632 9004 
110455,12082 17236 17691 
110457,13708 17945 17946 
110459,16329 16584 15353 16329 16584 
110461,16223 5083 137 5083 
110493,15881 
110497,11406 13149 5706 6784 16516 17270 
110501,10247 10382 12313 12321 3785 14422 19307 10382 3041 13440 14333 18919 10247 13632 14422 10382 14422 12321 13440 19307 8957 13632 18919 3041 3785 10247 10382 3785 14333 14422 17277 18612 10069 13156 14422 15570 17192 18612 9004 
